,ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL.AREA,age1.fav,age2.fav,age3.fav,age4.fav,age5.fav,age6.fav,age7.fav,age8.fav,age9.fav,age10.fav,age11.fav,age12.fav,age1.opp,age2.opp,age3.opp,age4.opp,age5.opp,age6.opp,age7.opp,age8.opp,age9.opp,age10.opp,age11.opp,age12.opp,age1.dk,age2.dk,age3.dk,age4.dk,age5.dk,age6.dk,age7.dk,age8.dk,age9.dk,age10.dk,age11.dk,age12.dk,edu1.fav,edu2.fav,edu3.fav,edu4.fav,edu5.fav,edu6.fav,edu7.fav,edu8.fav,edu9.fav,edu10.fav,edu11.fav,edu12.fav,edu1.opp,edu2.opp,edu3.opp,edu4.opp,edu5.opp,edu6.opp,edu7.opp,edu8.opp,edu9.opp,edu10.opp,edu11.opp,edu12.opp,edu1.dk,edu2.dk,edu3.dk,edu4.dk,edu5.dk,edu6.dk,edu7.dk,edu8.dk,edu9.dk,edu10.dk,edu11.dk,edu12.dk,inc1.fav,inc2.fav,inc3.fav,inc4.fav,inc5.fav,inc6.fav,inc7.fav,inc8.fav,inc9.fav,inc10.fav,inc11.fav,inc12.fav,inc1.opp,inc2.opp,inc3.opp,inc4.opp,inc5.opp,inc6.opp,inc7.opp,inc8.opp,inc9.opp,inc10.opp,inc11.opp,inc12.opp,inc1.dk,inc2.dk,inc3.dk,inc4.dk,inc5.dk,inc6.dk,inc7.dk,inc8.dk,inc9.dk,inc10.dk,inc11.dk,inc12.dk,white.fav,black.fav,hispa.fav,asina.fav,white.opp,black.opp,hispa.opp,asina.opp,white.dk,black.dk,hispa.dk,asian.dk,pid1.fav,pid2.fav,pid3.fav,pid4.fav,pid5.fav,pid6.fav,pid7.fav,pid1.opp,pid2.opp,pid3.opp,pid4.opp,pid5.opp,pid6.opp,pid7.opp,pid1.dk,pid2.dk,pid3.dk,pid4.dk,pid5.dk,pid6.dk,pid7.dk,ideo1.fav,ideo2.fav,ideo3.fav,ideo4.fav,ideo5.fav,ideo6.fav,ideo7.fav,ideo1.opp,ideo2.opp,ideo3.opp,ideo4.opp,ideo5.opp,ideo6.opp,ideo7.opp,ideo1.dk,ideo2.dk,ideo3.dk,ideo4.dk,ideo5.dk,ideo6.dk,ideo7.dk,male.fav,female.fav,male.opp,female.opp,male.dk,female.dk,protes.fav,cathlc.fav,jewish.fav,seculr.fav,protes.opp,cathlc.opp,jewish.opp,seculr.opp,protes.dk,cathlc.dk,jewish.dk,seculr.dk,east.fav,south.fav,midwst.fav,west.fav,east.opp,south.opp,midwst.opp,west.opp,east.dk,south.dk,midwst.dk,west.dk,nounn.fav,union.fav,nounn.opp,union.opp,nounn.dk,union.dk,pred10.sw,pred30.sw,pred50.sw,pred70.sw,pred90.sw,PREDALL.SW,INTGRP.STFAV,INTGRP.SWFAV,INTGRP.STOPP,INTGRP.SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU.S,ECYN,SWYN,FPYN,RLYN,GNYN,ideology,QuestionText,change,rich.want,middle.want,poor.want,diff
97,1478,2000,0,NA,0,NA,foreign pol,38,31,27,40,48,52,46,36,34,27,25,33,47,38,37,42,49,48,51,34,22,21,30,30,6,7,9,12,7,8,7,7,6,9,10,10,4,16,113,76,50,94,22,52,13,NA,NA,NA,3,29,135,87,51,90,13,31,6,NA,NA,NA,1,12,34,16,12,12,3,7,1,NA,NA,NA,5,31,50,56,56,72,43,54,0,0,0,0,20,38,44,46,45,80,45,46,0,0,0,0,9,12,13,9,4,9,5,7,NA,NA,NA,NA,368,37,17,5,338,52,36,4,69,14,9,1,57,52,35,116,46,45,90,101,46,34,106,28,43,95,12,9,6,39,7,10,26,36,99,146,93,37,NA,NA,80,105,103,80,26,NA,NA,14,16,29,16,3,NA,NA,235,207,212,239,34,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,122,112,101,95,171,91,95,28,35,25,21,NA,NA,NA,NA,NA,NA,0.447941124,0.504544795,0.533131361,0.533359349,0.496907949,0.503176916,2,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"As you may know, the US cut off normal diplomatic relations with Cuba's government in 1961. Do you think that the US should or should not resume normal diplomatic relations with Cuba's government?",FALSE,FALSE,TRUE,FALSE,-1
98,1492,2000,0,NA,0,NA,education,63,104,168,108,78,105,NA,NA,NA,NA,NA,NA,42,88,131,122,83,127,NA,NA,NA,NA,NA,NA,1,3,14,7,7,11,NA,NA,NA,NA,NA,NA,24,63,192,17,180,112,45,NA,NA,NA,NA,NA,9,59,169,28,161,107,69,NA,NA,NA,NA,NA,2,14,6,0,9,8,3,NA,NA,NA,NA,NA,97,110,65,62,122,75,58,0,0,0,0,0,81,98,71,60,119,76,69,0,0,0,0,0,9,8,5,2,4,3,7,NA,NA,NA,NA,NA,493,74,45,6,481,63,40,8,33,1,5,0,136,99,82,84,39,83,107,60,82,44,70,76,114,160,4,7,4,5,6,6,12,252,273,92,NA,NA,NA,NA,152,301,141,NA,NA,NA,NA,16,16,7,NA,NA,NA,NA,330,309,268,342,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,253,132,123,114,216,144,136,6,16,16,4,NA,NA,NA,NA,NA,NA,0.537279308,0.520715594,0.505394459,0.491513968,0.47937274,0.506855214,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,Do you favor or oppose providing parents with tax money in the form of school vouchers to help pay for their children to attend private or religious schools?,FALSE,FALSE,TRUE,TRUE,-1
101,1537,2001,0,2004.5,0,NA,education,76,87,68,40,NA,NA,NA,NA,NA,NA,NA,NA,41,94,75,50,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,27,105,79,38,22,NA,NA,NA,NA,NA,NA,NA,33,96,61,36,36,NA,NA,NA,NA,NA,NA,NA,0,8,3,4,2,NA,NA,NA,NA,NA,NA,NA,60,44,63,42,48,0,0,0,0,0,0,0,23,43,76,51,42,0,0,0,0,0,0,0,1,1,4,6,2,NA,NA,NA,NA,NA,NA,NA,215,25,14,2,195,37,17,3,13,1,1,0,99,48,26,24,74,NA,NA,56,21,21,33,129,NA,NA,5,2,0,3,7,NA,NA,97,119,43,NA,NA,NA,NA,64,129,59,NA,NA,NA,NA,9,5,3,NA,NA,NA,NA,113,158,128,133,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,111,59,45,58,84,71,48,1,9,2,5,NA,NA,NA,NA,NA,NA,0.683994293,0.519712687,0.435175598,0.441864848,0.534075975,0.52296468,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,Please tell me if you agree or disagree with the following statement: Parents should get tax-funded vouchers they can use to help pay for tuition for their children to attend private or religious schools instead of public schools.,FALSE,TRUE,FALSE,TRUE,1
105,1582,2001,0,NA,0,NA,terrorism,28,43,44,30,32,35,NA,NA,NA,NA,NA,NA,20,39,46,32,23,25,NA,NA,NA,NA,NA,NA,0,0,4,4,0,4,NA,NA,NA,NA,NA,NA,12,12,69,13,61,23,20,NA,NA,NA,NA,NA,0,11,47,5,51,28,43,NA,NA,NA,NA,NA,3,0,2,3,3,2,1,NA,NA,NA,NA,NA,12,16,21,32,45,31,44,0,0,0,0,0,13,6,15,26,44,31,45,0,0,0,0,0,1,0,1,2,4,2,1,NA,NA,NA,NA,NA,174,12,19,NA,143,26,8,NA,12,0,0,NA,101,36,17,20,38,NA,NA,59,22,20,26,60,NA,NA,5,0,3,4,1,NA,NA,26,74,87,19,5,NA,NA,7,48,88,33,9,NA,NA,1,6,3,1,1,NA,NA,115,96,87,99,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,92,47,44,37,57,58,33,2,1,6,5,NA,NA,NA,NA,NA,NA,0.581195951,0.548319936,0.518817484,0.49961251,0.489667416,0.527522659,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"Would you be willing--or not willing--to have the US government do each of the following, if the government thought it were necessary to combat terrorism? How about assassinate leaders of countries that harbor terrorists?",FALSE,FALSE,TRUE,TRUE,-1
106,1614,2001,0,NA,0,NA,misc others,99,117,133,106,NA,NA,NA,NA,NA,NA,NA,NA,140,174,105,82,NA,NA,NA,NA,NA,NA,NA,NA,2,8,7,11,NA,NA,NA,NA,NA,NA,NA,NA,14,14,194,96,81,63,NA,NA,NA,NA,NA,NA,11,47,208,121,82,39,NA,NA,NA,NA,NA,NA,5,2,10,5,6,2,NA,NA,NA,NA,NA,NA,7,19,42,50,120,91,115,0,0,0,0,0,19,25,60,47,136,108,80,0,0,0,0,0,1,1,6,3,8,5,4,NA,NA,NA,NA,NA,384,42,18,NA,380,68,29,NA,24,1,2,NA,161,68,26,78,128,NA,NA,109,60,34,111,196,NA,NA,9,1,5,7,7,NA,NA,152,231,73,NA,NA,NA,NA,134,237,127,NA,NA,NA,NA,7,10,6,NA,NA,NA,NA,280,183,192,317,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,177,112,97,108,181,117,103,4,12,11,4,NA,NA,NA,NA,NA,NA,0.423011422,0.440532267,0.47020191,0.514598131,0.565177381,0.482704222,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"To address the country's energy needs, would you support or oppose action by the federal government to...build more nuclear power plants? Do you support/oppose that strongly or not strongly?",FALSE,TRUE,FALSE,FALSE,1
107,1658,2001,0,NA,1,NA,defense,13,12,16,8,15,14,15,18,13,16,15,15,14,7,27,17,12,27,23,11,5,7,9,9,5,6,6,4,7,2,5,4,2,3,3,5,2,11,51,46,12,33,4,8,4,NA,NA,NA,2,9,39,31,18,37,1,26,5,NA,NA,NA,1,2,20,5,5,13,2,4,0,NA,NA,NA,4,10,25,20,20,30,22,10,0,0,0,0,5,21,18,16,20,32,13,14,0,0,0,0,1,5,9,6,4,7,5,5,NA,NA,NA,NA,142,15,9,1,126,16,16,4,35,7,4,0,45,28,13,43,11,11,22,11,12,7,47,19,22,55,6,3,8,16,6,5,11,77,68,20,NA,NA,NA,NA,34,80,49,NA,NA,NA,NA,14,23,10,NA,NA,NA,NA,97,76,79,93,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,56,44,40,49,50,39,34,14,17,13,10,NA,NA,NA,NA,NA,NA,0.559782088,0.492676973,0.454938591,0.461925209,0.504421592,0.49474889,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,Do you favor or oppose the US building a missile defense system?,FALSE,TRUE,FALSE,TRUE,1
110,1715,2002,0,NA,0,NA,misc others,88,91,97,80,37,38,NA,NA,NA,NA,NA,NA,19,82,104,86,59,111,NA,NA,NA,NA,NA,NA,4,10,21,17,13,28,NA,NA,NA,NA,NA,NA,52,113,146,56,66,NA,NA,NA,NA,NA,NA,NA,53,144,142,59,69,NA,NA,NA,NA,NA,NA,NA,12,31,28,12,14,NA,NA,NA,NA,NA,NA,NA,12,28,31,73,113,77,85,0,0,0,0,0,26,24,49,72,100,72,101,0,0,0,0,0,3,7,4,19,24,11,21,NA,NA,NA,NA,NA,337,45,18,8,359,57,13,4,88,4,1,2,138,47,51,74,127,NA,NA,168,54,31,66,149,NA,NA,29,15,17,7,29,NA,NA,23,120,193,67,27,NA,NA,31,168,200,50,13,NA,NA,8,24,51,12,2,NA,NA,229,209,206,262,46,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,153,111,84,97,168,91,113,17,26,32,24,NA,NA,NA,NA,NA,NA,0.428522289,0.500767529,0.533053279,0.515614867,0.454567671,0.486505127,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"Thinking about songs people copy from the CDs onto their computers, do you think it should be legal--or illegal--to trade these songs with other people on the Internet?",FALSE,FALSE,TRUE,FALSE,-1
122,1844,1999,0,NA,0,NA,health,144,200,249,191,131,133,NA,NA,NA,NA,NA,NA,162,272,294,209,129,220,NA,NA,NA,NA,NA,NA,9,20,12,31,27,67,NA,NA,NA,NA,NA,NA,31,110,307,36,266,188,114,NA,NA,NA,NA,NA,55,151,485,55,301,180,69,NA,NA,NA,NA,NA,10,28,52,8,29,33,7,NA,NA,NA,NA,NA,73,121,130,146,99,173,86,94,0,0,0,0,87,174,185,167,166,210,87,44,0,0,0,0,18,12,26,13,6,17,14,3,NA,NA,NA,NA,781,125,115,21,1009,127,110,11,139,15,5,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,543,620,684,81,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,335,276,236,262,492,300,249,27,73,40,31,NA,NA,NA,NA,NA,NA,0.44303,0.40128082,0.405408323,0.454912722,0.549997807,0.450925934,0,0,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,"President Clinton has proposed a number of specific changes to the Medicare system.  As I read each proposal, please tell me whether you favor or oppose it. Increasing the deductible that patients pay for doctor visits by the cost of living",FALSE,TRUE,FALSE,FALSE,1
125,1926,1999,0,NA,0,NA,education,46,63,66,56,21,35,NA,NA,NA,NA,NA,NA,43,86,71,56,39,74,NA,NA,NA,NA,NA,NA,0,5,7,4,2,7,NA,NA,NA,NA,NA,NA,3,25,93,11,67,63,29,NA,NA,NA,NA,NA,10,59,128,15,69,61,33,NA,NA,NA,NA,NA,6,7,4,0,4,6,2,NA,NA,NA,NA,NA,47,47,23,34,65,25,29,0,0,0,0,0,56,73,41,55,80,25,17,0,0,0,0,0,5,8,1,1,4,1,2,NA,NA,NA,NA,NA,196,40,34,5,281,41,35,2,20,5,3,0,72,139,79,NA,NA,NA,NA,65,172,132,NA,NA,NA,NA,12,12,5,NA,NA,NA,NA,28,90,50,42,18,NA,NA,23,55,82,66,20,NA,NA,0,7,10,3,0,NA,NA,149,143,170,205,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,102,59,66,66,124,102,84,5,14,4,5,NA,NA,NA,NA,NA,NA,0.449035108,0.379225731,0.374182701,0.428816497,0.550667703,0.436385548,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,"Do you favor or oppose the government offering parents money or vouchers to send their children to private or religious schools, or public schools outside their district?",FALSE,TRUE,FALSE,FALSE,1
127,124,1981,2,1982,0,1,misc others,45,43,55,47,44,83,106,100,0,0,0,0,50,83,87,70,54,78,129,77,0,0,0,0,2,6,3,8,3,13,16,40,0,0,0,0,3,11,18,69,156,96,26,90,54,0,0,0,2,8,34,77,238,117,22,73,57,0,0,0,1,9,7,20,24,12,3,7,8,0,0,0,68,89,129,106,68,42,0,0,0,0,0,0,111,124,153,98,53,43,0,0,0,0,0,0,25,14,12,10,10,4,0,0,0,0,0,0,447,44,25,5,487,83,36,7,76,8,7,1,166,169,187,0,0,0,0,127,229,275,0,0,0,0,24,27,42,0,0,0,0,210,234,63,0,0,0,0,188,286,130,0,0,0,0,31,35,6,0,0,0,0,297,226,259,373,28,65,321,138,15,29,358,163,24,47,62,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,408,112,465,163,76,16,0.380646288,0.426920831,0.472260654,0.506616354,0.53297919,0.463884664,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"On the question of nuclear power, in general, do you favor or oppose the building of more nuclear power plants in the United States?",TRUE,TRUE,FALSE,FALSE,1
128,177,1982,2,NA,1,2,foreign pol,56,56,61,49,43,82,49,65,94,0,0,0,38,66,76,78,64,78,55,61,98,0,0,0,2,9,3,6,6,12,8,12,23,0,0,0,4,10,19,80,183,114,26,69,49,0,0,0,4,18,28,84,196,104,36,84,61,0,0,0,1,3,2,18,27,10,3,8,11,0,0,0,95,97,124,103,60,47,0,0,0,0,0,0,90,125,162,97,71,41,0,0,0,0,0,0,24,11,14,5,4,7,0,0,0,0,0,0,454,57,29,7,503,64,38,5,72,10,1,0,187,168,202,0,0,0,0,156,174,285,0,0,0,0,26,27,32,0,0,0,0,227,215,89,0,0,0,0,209,265,119,0,0,0,0,27,33,12,0,0,0,0,281,276,282,334,31,53,352,132,22,25,364,186,18,27,52,23,3,1,137,162,153,104,168,175,165,107,22,31,18,14,432,120,447,160,63,19,0.505941629,0.547142804,0.557571888,0.537451744,0.487781167,0.527177846,1,0,0,0,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,Now let me ask you about the specific sanctions against Poland and the Soviet Union taken by President Reagan. Do you favor or oppose (READ EACH ITEM)? Item: Suspending the shipment of U.S. government food to Poland,TRUE,FALSE,TRUE,TRUE,-1
129,190,1982,2,NA,0,1,defense,42,61,65,45,41,72,97,58,0,0,0,0,55,62,87,89,69,84,162,126,0,0,0,0,0,2,3,2,3,5,6,8,0,0,0,0,0,17,13,36,155,90,41,80,52,0,0,0,3,19,30,115,248,119,33,95,73,0,0,0,0,6,2,5,11,3,0,0,2,0,0,0,44,78,117,98,66,60,0,0,0,0,0,0,158,144,166,125,67,37,0,0,0,0,0,0,12,9,5,3,1,0,0,0,0,0,0,0,422,22,31,5,566,104,35,12,16,9,2,0,175,154,158,0,0,0,0,166,258,313,0,0,0,0,1,11,18,0,0,0,0,230,178,65,0,0,0,0,230,307,176,0,0,0,0,8,7,9,0,0,0,0,256,231,323,413,11,19,275,159,4,12,429,179,26,44,16,8,0,1,119,153,122,92,188,213,202,133,10,10,6,4,387,97,549,179,24,6,0.25048238,0.32829237,0.406563401,0.476414263,0.536551476,0.399660778,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"President Reagan has proposed an 18% increase in defense spending for 1983. This is 33 billion dollars more than was spent on defense this year. Do you favor increasing defense spending by 18% for next year, increasing spending but by less than",TRUE,TRUE,FALSE,FALSE,1
134,271,1983,2,NA,0,2,foreign pol,51,64,62,65,50,72,118,82,0,0,0,0,53,45,84,69,64,89,134,91,0,0,0,0,1,3,2,3,4,8,15,14,0,0,0,0,3,8,12,64,180,117,42,83,57,0,0,0,2,10,22,78,218,108,32,91,69,0,0,0,1,6,7,10,14,6,1,3,4,0,0,0,64,92,131,112,83,61,0,0,0,0,0,0,94,118,135,116,72,61,0,0,0,0,0,0,11,11,11,1,4,2,0,0,0,0,0,0,487,38,29,6,494,82,38,8,38,7,2,1,155,216,195,0,0,0,0,111,227,293,0,0,0,0,16,9,27,0,0,0,0,226,245,81,0,0,0,0,207,254,135,0,0,0,0,14,14,4,0,0,0,0,309,258,266,365,18,33,342,166,20,23,360,171,21,49,37,6,3,3,145,159,166,99,169,180,158,124,10,20,12,10,441,122,480,142,44,7,0.411661804,0.460703433,0.493170083,0.508627534,0.511201859,0.477072942,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"As you may know, President Reagan has charged that the Russians and Cubans are supplying arms to the left-wing guerrillas in El Salvador. Do you favor or oppose the U.S. taking each of the following steps to help the government in El Salvador?",TRUE,TRUE,FALSE,FALSE,1
135,288,1983,2,NA,0,1,defense,63,57,76,64,50,83,139,87,0,0,0,0,37,64,83,60,56,65,99,100,0,0,0,0,2,1,2,10,4,7,21,20,0,0,0,0,4,13,9,75,239,119,32,77,50,0,0,0,0,17,27,63,186,92,40,79,60,0,0,0,0,0,8,11,25,6,4,9,4,0,0,0,83,116,128,118,87,57,0,0,0,0,0,0,97,126,144,92,42,38,0,0,0,0,0,0,19,13,9,10,6,7,0,0,0,0,0,0,515,56,35,7,450,70,30,4,58,5,3,0,208,198,212,0,0,0,0,109,187,271,0,0,0,0,26,26,17,0,0,0,0,265,229,95,0,0,0,0,160,248,130,0,0,0,0,23,23,4,0,0,0,0,319,301,241,325,21,47,381,174,15,24,303,167,25,46,45,12,2,3,150,230,132,109,151,141,164,110,19,21,19,9,490,121,439,118,58,10,0.463163435,0.466578245,0.495791614,0.553137779,0.630872846,0.521908784,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"President Reagan has proposed going ahead with building the MX missile system, which would be designed to allow the U.S. to retaliate with land-based nuclear weapons against an enemy who attacked the U.S. with nuclear weapons. The Reagan Admini",TRUE,TRUE,FALSE,FALSE,1
136,290,1983,2,NA,1,2,foreign pol,29,46,54,54,42,72,104,82,0,0,0,0,72,72,102,73,63,73,137,102,0,0,0,0,2,4,4,8,5,10,18,24,0,0,0,0,0,7,12,67,154,96,28,64,54,0,0,0,4,16,28,70,279,112,43,90,51,0,0,0,0,7,5,12,17,9,4,12,9,0,0,0,71,94,97,87,61,52,0,0,0,0,0,0,113,142,177,116,69,41,0,0,0,0,0,0,15,19,7,18,5,8,0,0,0,0,0,0,404,47,21,5,558,79,39,5,62,5,7,1,146,164,174,0,0,0,0,170,220,304,0,0,0,0,27,27,22,0,0,0,0,191,191,71,0,0,0,0,242,275,151,0,0,0,0,15,34,7,0,0,0,0,287,197,267,429,27,48,287,130,20,27,390,211,20,42,52,12,3,3,113,157,113,102,183,212,184,117,24,23,18,10,389,89,534,150,64,11,0.604227364,0.63382405,0.62702167,0.580131173,0.494651675,0.587971187,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"After some Marines were killed and wounded, President Reagan has now increased the number of Marines in Lebanon on peace-keeping duty from 1,200 to 3,200. Do you favor or oppose increasing the number of Marines in Lebanon?",TRUE,FALSE,TRUE,TRUE,-1
139,330,1984,2,NA,0,2,foreign pol,49,70,71,58,54,77,122,112,0,0,0,0,51,56,75,66,51,88,118,68,0,0,0,0,0,4,1,4,7,5,21,20,0,0,0,0,10,22,78,246,92,42,80,43,0,0,0,0,9,9,48,200,110,45,96,52,0,0,0,0,6,5,7,26,3,2,8,5,0,0,0,0,110,138,130,94,55,37,0,0,0,0,0,0,64,110,122,98,75,58,0,0,0,0,0,0,14,8,15,10,3,4,0,0,0,0,0,0,490,74,32,11,481,48,36,5,51,8,3,1,112,214,289,0,0,0,0,197,199,177,0,0,0,0,18,26,20,0,0,0,0,196,258,128,0,0,0,0,214,250,88,0,0,0,0,20,25,3,0,0,0,0,266,348,300,273,17,46,330,182,12,61,349,148,19,28,44,9,1,4,153,168,164,130,148,187,133,105,16,17,24,6,475,134,460,109,47,13,0.613909602,0.567307651,0.518521547,0.466715455,0.417342842,0.516759419,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,"Now, in the Lebanon situation, would you favor or oppose the U.S. (READ EACH ITEM)? Item: Pulling the Marines out of Lebanon right away and letting the countries in the Middle East solve the Lebanon problem",TRUE,FALSE,TRUE,TRUE,-1
