No.,Legacy,Fund,Revenue Accounts,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017
327,A001-961,General,From (To) Self Insurance Fund, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-1599630.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
328,A001-962,General,From (To) Capital, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,2328000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   
329,A001-966,General,From (To) Stormwater,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , $-   , $-   , $-   , $-   , $-   ,1000000.00
330,A001-999,General,Prior Year Fund Balance,11254005.00,12911281.00,8856944.00,10424722.00,15550224.00,8207956.00,230000.00,2547100.00,12434081.00,26105987.00,18800000.00,18000000.00,8444000.00,4600000.00,3425000.00, $-   , $-   ,4181000.00,562065.00,519601.00,1300000.00,10315000.00,7269503.00,3550000.00,5799000.00,1108000.00,16655956.00,4995793.00,26571985.00, $-   ,17231319.00,2964000.00,60000000.00, $-   , $-   , $-   ,36837648.00,7500000.00,27400000.00, $-   
331,B022-052,Convention Center,Hotel Tax,,,,,,,,,,,,,,,,,,,9542793.00,11058859.00,12776104.00,13687078.00,14492605.00,16239796.00,18118656.00,17272998.00,16793496.00,19121630.00,20509961.00,20499096.00,21711542.00,20660153.00,19037753.00,27149826.00,32559735.00,30478932.00,31304748.00,32666250.00,34147258.00,32935171.00
332,B022-953,Convention Center,Transfer to General Fund,,,,,,,,,,,,,,,,,,,-9542793.00,-11058859.00,-9122241.00,-9826048.00,-9925743.00,-11608920.00,-13482922.00,-12635998.00,-12246622.00,-13951176.00,-16883874.00,-15856630.00,-17195252.00,-16197092.00,-14693436.00,-22495695.00,-27904964.00,-25932350.00,-26744860.00,-26698367.00,-29629899.00,-30462290.00
333,B022-954,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
334,B024-249,Conduit Enterprise,Conduit Rental,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   ,4257422.00,3776344.00,4227923.00,5468565.00,5336864.00,9326185.00,8068571.00,9318155.00,10304760.00,12882478.00,11893091.00,13778726.00,15790105.00,13158395.00,38722092.00,14765503.00
335,B024-654,Conduit Enterprise,Charges for Central City Services,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   ,-114647.00,-186827.00, $-   ,-424000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
336,B024-899,Conduit Enterprise,From (To) Fund Balance,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   ,-2296000.00,1878500.00,2728394.00,316000.00,-4000.00,-4000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
337,B024-900,,From (To) General Fund,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-750000.00,-750000.00, $-   , $-   
338,B024-953,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   ,-122168.00, $-   , $-   , $-   ,,,,,,,,,,-750000.00, $-   
339,B070-189,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   ,2244.00,4389.00,11092.00,3488.00,7885.00,3904.00,3501.00,2446.00,3066.00,2350.00,1880.00,1832.00,3181.00,5144.00,1756.00,448.00, $-   ,3.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
340,B070-254,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
341,B070-825,Waste Water Utility,Sewerage Charges - City,13485143.00,15762934.00,14588209.00,17288146.00,21932661.00,28976332.00,28290128.00,32431304.00,33188723.00,32861535.00,32727548.00,32309758.00,36516246.00,36214214.00,38922378.00,47333692.00,46586943.00,44907889.00,45470962.00,51794982.00,52309455.00,53049781.00,50179509.00,58611831.00,56944433.00,63408171.00,71513662.00,74619755.00,76633705.00,81033397.00,85808716.00,86281145.00,96599710.00,98023310.00,100493738.00,107326034.00,127271908.00,132800933.00,163227800.00,164294111.00
342,B070-826,Waste Water Utility,Sewerage Charges - Counties,4232437.00,3206794.00,4365698.00,4889764.00,7317563.00,11474323.00,12338794.00,13853210.00,16522003.00,17610447.00,17870867.00,22820167.00,28967965.00,25444800.00,26031510.00,26164319.00,27137865.00,28105339.00,30872534.00,33772089.00,37961769.00,38537856.00,43800009.00,39932728.00,41546390.00,42048984.00,42208275.00,42858540.00,48536801.00,48599066.00,55658120.00,58349277.00,54672380.00,57746965.00,53046324.00,56936698.00,58219343.00,58169161.00,62577053.00,35757983.00
343,B070-827,Waste Water Utility,Treated Effluent - Bethlehem Steel,54001.00,60002.00,65004.00,60002.00,60001.00,60000.00,60000.00,53000.00,49500.00,47000.00,42500.00,49500.00,39001.00,36500.00,31000.00,28500.00,32500.00,31500.00,35500.00,31000.00,29000.00,53000.00,38000.00,34000.00,22597.00,25000.00,27000.00,24500.00,20000.00,18000.00,28000.00,15098.00,32000.00,23000.00,9637.00, $-   , $-   , $-   , $-   ,10988.00
344,B070-829,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,19414.00, $-   , $-   
345,B070-830,Waste Water Utility,Sanitation and Waste Removal - General,250.00,1379.00,75.00,61166.00, $-   , $-   ,376.00,1847.00,22362.00,5888.00,318051.00,70160.00,102158.00,164848.00,249238.00,181310.00,212704.00,416093.00,217809.00,236655.00,308362.00,265625.00,250741.00,467082.00,479847.00,604172.00,603748.00,724019.00,662551.00,692088.00,699985.00,681617.00,677921.00,863451.00,1129695.00,919203.00,1473368.00, $-   ,2725899.00,2149416.00
346,B070-831,Waste Water Utility,Sewerage Charges - City Agencies,670782.00,735607.00,919283.00,1446099.00,1372193.00,2980118.00,3014694.00,3356910.00,3525128.00,3557992.00,3625354.00,3750069.00,4888940.00,4944037.00,4490264.00,6936646.00,6500563.00,6021319.00,6617350.00,6813763.00,6149804.00,6334429.00,6760946.00,7036017.00,6919618.00,7469868.00,8720331.00,12973862.00,12468201.00,13266504.00,11430957.00,12394224.00,13272402.00,15819668.00,14139390.00,13057373.00,12893984.00,11429282.00,10907246.00,4761151.00
347,B070-832,Waste Water Utility,Industrial Waste Surcharge - City,875861.00,612343.00,801735.00,877590.00,724776.00,920943.00,1281063.00,2465789.00,2970675.00,3452712.00,3992359.00,5061097.00,4045570.00,3747498.00,3917147.00,5174967.00,4256845.00,4300592.00,4007427.00,4245387.00,4482091.00,4790283.00,4952620.00,3993693.00,4462962.00,7250399.00,6544033.00,6323996.00,4438120.00,3769356.00,3394231.00,3107017.00,3195041.00,3455428.00,3093021.00,3222809.00,4205184.00,2600764.00,2943484.00,2984736.00
348,B070-833,Waste Water Utility,Industrial Waste Surcharge - Counties, $-   ,65716.00,52344.00,91954.00,541113.00,410873.00,356554.00,304963.00,303991.00,562420.00,593628.00,800372.00,1357891.00,1371339.00,855533.00,1578923.00,1429314.00,2680134.00,1942072.00,2009299.00,2022251.00,1926616.00,2334862.00,2755586.00,2727785.00,2326471.00,2771513.00,2396457.00,1749721.00,1819019.00,1229133.00,1601255.00,1376509.00,1765778.00,1862165.00,2066601.00,2229677.00,2070786.00,1994391.00,2113715.00
349,B070-834,Waste Water Utility,From (To) Fund Balance, $-   , $-   , $-   ,-513298.00,-208668.00,-3572683.00,1079602.00,-622170.00,992267.00,2184019.00,4914757.00,5542078.00,6010365.00,1772860.00,2800000.00,-1449826.00,-406075.00,780327.00,7204294.00, $-   ,4194000.00,4483400.00,8226500.00, $-   ,1852000.00,2139000.00,906000.00,-259000.00,-3090178.00, $-   ,-1033000.00,21836000.00, $-   ,-403638.00, $-   , $-   , $-   , $-   , $-   , $-   
350,B070-835,Waste Water Utility,Interest Income, $-   , $-   , $-   ,149179.00,2021036.00,1347862.00,331824.00,1589805.00,563055.00,469709.00,207974.00,-139873.00,180532.00,-916528.00,-1532161.00,-403684.00,29638.00,-323555.00,-125918.00,109390.00,-9746.00,434966.00,564472.00,891923.00,608991.00,335256.00,31690.00,255089.00,1087624.00,226229.00,1531484.00,756581.00,42218.00,64610.00,-205727.00,-135026.00,-366147.00, $-   , $-   ,205206.00
351,B070-836,,, $-   , $-   , $-   ,12620.00,14065.00,11268.00,12392.00,17108.00,25293.00,19066.00,30863.00,7892.00,8383.00,7589.00,7007.00,3818.00,3977.00,1405.00,4145.00,928.00,16776.00,2564.00,2725.00,2999.00,420.00, $-   ,526.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
352,B070-837,Waste Water Utility,Pretreatment Permits, $-   , $-   , $-   ,91057.00, $-   , $-   , $-   , $-   ,119000.00,156524.00,207167.00,163203.00,170997.00,120530.00,150475.00,134838.00,99784.00,180129.00,187918.00,168517.00,179365.00,165816.00,169178.00,143232.00,231453.00,271292.00,313244.00,232222.00,327903.00,294521.00,208063.00,213092.00,334824.00,226821.00,235247.00,247022.00,276792.00,264959.00,301245.00,319859.00
353,B070-838,Waste Water Utility,Non - Compliance Fines, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,12000.00,39650.00,3050.00,850.00,40920.00,96127.00,65510.00,81309.00,108966.00,52485.00,16084.00,81087.00,19644.00,45343.00,28750.00,114880.00,17750.00,6250.00,2785.00,3526.00,2250.00,6500.00,3250.00,1500.00,2000.00,3550.00,6815.00,6625.00,2750.00, $-   ,8750.00,30691.00
354,B070-839,Waste Water Utility,Penalties, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-173043.00
355,B070-870,,, $-   , $-   , $-   , $-   , $-   ,752.00,776.00,1339.00,313.00,687.00,230.00,85.00,266.00,111.00,399.00,1663.00,762.00,-299.00,5.00,1720.00,-211.00,37287.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
356,B071-189,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   ,16779.00,24065.00,24688.00,33136.00,25685.00,14036.00,9228.00,8628.00,9507.00,4737.00,4323.00,4063.00,3231.00,3253.00,4812.00,2905.00,5531.00,6421.00,75.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
357,B071-254,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
358,B071-839,Water Utility,Metered Water - Carroll County,18795.00,19449.00,24152.00,17274.00,24637.00,25056.00,29819.00,45329.00,43392.00,50723.00,47309.00,54524.00,59546.00,62053.00,63516.00,75288.00,83699.00,89627.00,114897.00,131497.00,204256.00,90761.00,231902.00,189932.00,196538.00,217104.00,235377.00,255617.00,284038.00,308741.00,319476.00,316301.00,355273.00,413190.00,484252.00,482904.00,551844.00,576566.00,670118.00,676833.00
359,B071-840,Water Utility,Metered Water - City,12641893.00,18225662.00,16695568.00,18571355.00,19676497.00,19811471.00,19149235.00,20310906.00,20690306.00,20552326.00,20686660.00,20434626.00,23477848.00,23697328.00,24521815.00,26431077.00,25557083.00,25653936.00,25888398.00,31139885.00,30056054.00,30410912.00,29747162.00,34164910.00,34555641.00,39924546.00,45050908.00,48027425.00,47409527.00,52544586.00,51343869.00,52471394.00,59694195.00,59913419.00,64179085.00,68015301.00,78648667.00,79594413.00,88139500.00,91339611.00
360,B071-841,Water Utility,Metered Water - Baltimore County,9176737.00,11914580.00,9140481.00,9801218.00,10844989.00,10898532.00,12259957.00,13112306.00,15175262.00,15805836.00,15717361.00,15974183.00,18489999.00,18269433.00,20452743.00,20815633.00,22536264.00,22680404.00,24449042.00,25272762.00,23106482.00,26465700.00,29246209.00,28167896.00,28825528.00,32429248.00,34659627.00,33919431.00,36918386.00,36588986.00,40814280.00,48158711.00,41684198.00,41684194.00,47356675.00,50386858.00,51945901.00,55444827.00,53386132.00,45204664.00
361,B071-842,Water Utility,Metered Water - Anne Arundel County,700463.00,821604.00,377180.00,240085.00,267639.00,274113.00,363172.00,599394.00,511001.00,588983.00,795806.00,1278044.00,1453196.00,1381694.00,1495909.00,1716322.00,1660042.00,1377409.00,1481689.00,1314402.00,1571937.00,1960302.00,2057131.00,2676634.00,2420501.00,2894337.00,2939214.00,2954970.00,3726917.00,4171386.00,3485536.00,4656334.00,2972396.00,2798410.00,2199793.00,1308492.00,1189903.00,933110.00,2691734.00,-1803010.00
362,B071-843,Water Utility,Metered Water - Howard County,840410.00,755903.00,1022690.00,827389.00,1098912.00,1316938.00,1300590.00,1370689.00,1625775.00,1597523.00,1708316.00,1797924.00,2044231.00,2067361.00,2381608.00,2656897.00,2961803.00,2858112.00,3300135.00,3762183.00,4120585.00,4343980.00,4497836.00,5738294.00,5736391.00,6381538.00,6947981.00,7447996.00,8308946.00,7895174.00,10552753.00,9771913.00,10739730.00,10590738.00,11374234.00,13871179.00,14965023.00,16093911.00,18289401.00,16554401.00
363,B071-844,Water Utility,Metered Water - Harford County, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,56932.00,73285.00,58183.00,69619.00,101606.00,74555.00,145075.00,128008.00,156097.00,105191.00,98550.00,113999.00,114949.00,158937.00,119298.00,231704.00,205287.00,111245.00,275899.00,185838.00,265126.00,182414.00,155532.00
364,B071-846,Water Utility,Special Water Supply Service,41316.00,57527.00,51181.00,125175.00,90703.00,40110.00,72610.00,67890.00,66643.00,72790.00,82020.00,108620.00,167803.00,146848.00,139068.00,117645.00,58232.00,81326.00,105211.00,101602.00,82790.00,85898.00,99232.00,151228.00,208017.00,157346.00,247170.00,312303.00,253912.00,247640.00,275625.00,462805.00,511390.00,362387.00,457947.00,678895.00,658851.00,791310.00,750245.00,-4162347.00
365,B071-848,Water Utility,Private Fire Protection Service,45062.00,46292.00,54260.00,93634.00,70981.00,58700.00,62657.00,90195.00,119671.00,120739.00,93817.00,98017.00,146344.00,153866.00,157422.00,182654.00,165218.00,169470.00,172874.00,177030.00,195420.00,204444.00,228368.00,250505.00,259822.00,297300.00,332983.00,349132.00,400086.00,414660.00,472329.00,512867.00,552282.00,616425.00,647488.00,674213.00, $-   ,721873.00,812387.00,765917.00
366,B071-849,Water Utility,Fire Hydrant Permits,4975.00,4477.00,4243.00,12475.00,7943.00,13366.00,17544.00,22833.00,18758.00,17468.00,22233.00,17838.00,21312.00,15149.00,17735.00,13247.00,11496.00,8824.00,11089.00,12042.00,12096.00,11558.00,21923.00,21509.00,25170.00,35246.00,30718.00,35656.00,61342.00,70129.00,64776.00,38848.00,39875.00,51565.00,60973.00,51068.00,49624.00,52377.00,146501.00,116041.00
367,B071-850,,,119039.00,137559.00,132591.00,136656.00,153060.00,171506.00,193946.00,201948.00,235546.00,282612.00,268660.00,278357.00,266678.00,17984.00,206271.00,92399.00,47231.00,10809.00,7166.00,2880.00,64355.00,1250.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
368,B071-851,Water Utility,Water - Rental Real Property,9425.00,8887.00,9571.00,8501.00,13517.00,69585.00,71168.00,75218.00,76486.00,79375.00,82635.00,93745.00,93817.00,96330.00,105116.00,104349.00,100579.00,117917.00,128875.00,30588.00,36895.00,37751.00,35714.00,44050.00,34274.00,53702.00,59237.00,75065.00,78951.00,120363.00,113030.00,116212.00,126442.00,153912.00,145117.00,154520.00,149946.00,209097.00,165436.00,130948.00
369,B071-852,Water Utility,Sundry Water,21761.00,23663.00,458503.00,288968.00,122739.00,176399.00,196949.00,735038.00,1327142.00,224940.00,207713.00,187233.00,202788.00,321956.00,282968.00,176960.00,134567.00,3155275.00,173898.00,193374.00,232153.00,251089.00,246280.00,329000.00,290132.00,425908.00,402783.00,201449.00,211874.00,228583.00,226212.00,202430.00,186419.00,341306.00,310295.00,648581.00,276558.00,169867.00,154045.00,342125.00
370,B071-853,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,13058584.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
371,B071-854,Water Utility,Water Charges to City Agencies,670782.00,735607.00,935273.00,1431161.00,1574560.00,2019732.00,2194945.00,1814278.00,2073187.00,2011894.00,1957473.00,1974729.00,2351416.00,2606164.00,2537291.00,2822155.00,2698487.00,2501419.00,2697005.00,2834888.00,2708540.00,2733134.00,3002887.00,3523360.00,3507380.00,3878181.00,4342349.00,4840998.00,4799123.00,4485371.00,4892892.00,4806675.00,5568271.00,6010339.00,5109754.00,5776744.00,5607417.00,7537762.00,17240553.00,3144446.00
372,B071-855,Water Utility,From (To) Fund Balance, $-   , $-   , $-   ,-1357209.00,-37677.00,-9881.00,732834.00,2383646.00,1945590.00,2063247.00,3583598.00,1687970.00, $-   , $-   ,-890411.00, $-   ,-8898705.00,5588307.00,7401037.00, $-   ,2012000.00,4000000.00,5460000.00, $-   ,576000.00,-1154000.00,-1763000.00,180000.00,-2115343.00, $-   ,1278000.00,6992000.00, $-   ,2064604.00, $-   , $-   , $-   , $-   , $-   ,14850.00
373,B071-856,Water Utility,Interest Income, $-   , $-   ,465595.00,177630.00,580838.00,753863.00,1100627.00,1623820.00,1286086.00,1316428.00,868049.00,504266.00,854243.00,776671.00,742015.00,1098663.00,1247508.00,1254124.00,846453.00,656452.00,601791.00,1154089.00,254441.00,472010.00,564902.00,350007.00,148404.00,402678.00,1143374.00,2185541.00,2626438.00,1197932.00,296038.00,216258.00,-109058.00,174631.00,-38173.00,61719.00,229949.00,100265.00
374,B071-857,Water Utility,Reimbursable Billing Costs, $-   , $-   , $-   ,71150.00,102952.00,78508.00,69189.00,66513.00,73499.00,83668.00,62744.00,64211.00,37523.00,20457.00,17303.00,13114.00,13838.00,25098.00,13428.00,9776.00,15995.00,6437.00,8409.00,8972.00,15258.00,13363.00,12756.00,12806.00,16999.00,15126.00,8681.00,32427.00,49.00,23.00, $-   , $-   , $-   , $-   , $-   , $-   
375,B071-858,Water Utility,Penalties, $-   , $-   , $-   ,986197.00,1030062.00,1145086.00,1273994.00,1522530.00,1620531.00,1683985.00,1723908.00,1601252.00,1873441.00,2136297.00,1997777.00,2333877.00,2998981.00,3233806.00,3242082.00,3916638.00,4009383.00,4172607.00,4678191.00,4753794.00,4897894.00,5207489.00,6633779.00,5915309.00,6360535.00,6308654.00,6907937.00,5956037.00,7657033.00,7352738.00,8562854.00,9900458.00,11327462.00,13340999.00,12271033.00,4286439.00
376,B071-859,Water Utility,Scrap Meters, $-   , $-   , $-   ,151187.00, $-   ,94491.00,33777.00,200308.00,50514.00,11939.00,106109.00,86301.00,56178.00,79333.00,66380.00,49627.00,22421.00,34714.00,45387.00,14471.00,6105.00,25754.00,9200.00,28500.00,37426.00,38288.00,22877.00,43793.00,16852.00,59484.00,44673.00, $-   , $-   ,22226.00,39653.00,16830.00,24628.00,1956.00,32669.00,10275.00
377,B071-870,,, $-   , $-   , $-   , $-   ,5541.00,9364.00,4890.00,3599.00,5433.00,3173.00,3048.00,6587.00,6700.00,9426.00,5048.00,6988.00,2860.00,3256.00,4410.00,4585.00,3102.00, $-   , $-   , $-   , $-   , $-   , $-   ,728.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
378,B072-189,Stormwater Utility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,20100.00,32700.00
379,B072-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
380,B072-790,Stormwater Utility,Stormwater Management Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,43490.00,86130.00,111467.00,73310.00
381,B072-791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,1548.00
382,B072-825,Stormwater Utility,Stormwater Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,23390581.00,28936919.00,27951712.00,31852844.00
383,B072-835,Stormwater Utility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,18312.00,128753.00
384,B072-845,Stormwater Utility,Penalties,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-87705.00
385,B072-900,Stormwater Utility,From (To) Fund Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
386,B072-967,Stormwater Utility,From (To) General Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-1000000.00
387,B073-200,Loan and Guarantee Enterprise,Earnings on Investments,,,,,,,,,,,,1804192.00,1447141.00,1624576.00,1634401.00,1469756.00,1069463.00,1345965.00,1186471.00,1129686.00,1173948.00,1011394.00,947915.00,983273.00,527657.00,262930.00,82285.00,235437.00,439836.00,504355.00,264085.00,79271.00,12171.00,10313.00,3728.00,648.00,660.00,202.00,3857.00,15618.00
388,B073-201,Loan and Guarantee Enterprise,Rental of Property,,,,,,,,,,,,833372.00,1122628.00,465449.00,537722.00,447734.00,444038.00,463271.00,315326.00,190572.00,65573.00,201314.00,191571.00,208383.00,282142.00,125000.00,250000.00, $-   ,125000.00,125000.00,125000.00,125000.00,125000.00,125000.00,125000.00,250000.00, $-   ,125000.00, $-   , $-   
389,B073-202,Loan and Guarantee Enterprise,Interest on Loans,,,,,,,,,,,,2791271.00,1455487.00,1627623.00,1584493.00,844706.00,120937.00,103514.00,61740.00,35855.00,48328.00,31230.00,33695.00,32066.00,27342.00,31622.00,30849.00,30031.00,23586.00,227942.00,-98654.00,61525.00,25085.00, $-   ,11246.00,-20962.00, $-   , $-   ,43730.00,43000.00
390,B073-631,,,,,,,,,,,,,,39352.00,122853.00,43804.00,115504.00,75158.00,36543.00,45206.00,31283.00,37066.00,28154.00,34055.00,4530.00,3351.00,2070.00,879.00,273.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
391,B073-759,,,,,,,,,,,,,,3051613.00,3091412.00,3059606.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
392,B073-872,Loan and Guarantee Enterprise,Miscellaneous Revenue,,,,,,,,,,,,378224.00,454216.00,388281.00,125453.00,142471.00,65955.00,42246.00,110390.00,100232.00,2386698.00,118051.00,47183.00,57843.00,132522.00,2387605.00,68814.00,8680.00,1139.00,26593.00,33329.00,348.00, $-   ,596.00,221768.00,56160.00, $-   , $-   , $-   , $-   
393,B073-889,Loan and Guarantee Enterprise,From (To) Fund Balance,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,2853000.00,1939601.00, $-   , $-   , $-   , $-   , $-   , $-   ,1736000.00,4198000.00, $-   ,2194000.00,925104.00,925104.00,2358932.00, $-   , $-   , $-   , $-   
394,B073-899,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
395,B073-950,,,,,,,,,,,,,,-3492000.00,-3000000.00,-1100000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
396,B073-951,Loan and Guarantee Enterprise,From (To) General Fund,,,,,,,,,,,, $-   , $-   , $-   ,-357436.00,676923.00,1994000.00,1723000.00,1893000.00,2393000.00,1726987.00, $-   , $-   ,1799447.00,2264067.00,421945.00,3075905.00,2897882.00,1495000.00,1500000.00,1365000.00,1365000.00,1365000.00,2730000.00, $-   ,1737779.00,6783835.00,3365000.00,500000.00,500000.00
397,B075-044,Parking Enterprise,Parking Garages and Lots Tax,1197581.00,1297727.00,1249972.00,1337361.00,1775364.00,1937578.00,2122478.00,2140968.00,2450399.00,2572212.00,2707473.00,3038205.00,5695547.00,6868816.00,7975509.00,8342679.00,8540386.00,8795410.00,8643953.00,10615018.00,11218321.00,10990902.00,10994299.00,11528820.00,11107091.00,13119421.00,15470811.00,16310542.00,17077987.00,16195784.00,18480586.00,16650320.00,21441338.00,26535322.00,27433946.00,28772316.00,30295689.00,30181777.00,30473544.00,32379450.00
398,B075-165,Parking Enterprise,Open Air Garage Permits,200971.00,252651.00,193774.00,212130.00,222828.00,302600.00,292991.00,317908.00,318701.00,324814.00,358481.00,361255.00,366568.00,524212.00,556515.00,500481.00,580580.00,543137.00,568209.00,559667.00,549731.00,527248.00,490714.00,495193.00,615219.00,807343.00,888845.00,834642.00,705079.00,713962.00,1191105.00,828489.00,856213.00,911528.00,836246.00,927967.00,911952.00,786919.00,702759.00,761527.00
