"Q1","Q2","Q3","Q4","Q5AF1","Q5BF1","Q5CF1","Q5DF1","Q5AF2","Q5BF2","Q5CF2","Q5DF2","Q6A","Q6B","RELIG","BORN","QNO","CASEID","SEX","HEADHH","EMPLOY","PARTY","PARTYLN","PARTYFUL","OCCUP","MARITAL","OWN","HHNUM","CHILD1","CHILD2","CHILD3","EDUC","AGE","HISP","RACE1","RACE2","RACE3","RACE4","INC1","INC2","INC3","WEIGHT","TIMEZONE","STATE","METRO","DIVISION","REGION","INTDATE"
"Oppose ","Completely disagree ","Favor ","Know what term means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Protestant ","No ",328003810,3810,"Male ","Yes ","Not currently employed ","Independent ","Republican ","Independent-lean Republican ",NA,"Separated ","Rent ","Three ","No ","No ","Yes ","High school incomplete (grades 9, 10, 11) ","50-54 ","No ","Some other race ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.1947,"Eastern","FLORIDA","In Center City of Metropolitan Area ","South Atlantic","South ",81311
"Strongly favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328003817,3817,"Female ","Yes ","Retired ","Independent ","Democratic ","Independent-lean Democratic ",NA,"Divorced ","Own ","One ",NA,NA,NA,"High school complete (grade 12) ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$35,000 but less than $40,000 ",NA,0.646,"Eastern","OHIO","Inside Suburban County of Metropolitan Area ","East North Central","Midwest ",81311
"Strongly favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Christian or 'Just Christian' ","No ",328003832,3832,"Male ","Yes ","Retired ","Independent ","Democratic ","Independent-lean Democratic ",NA,"Married ","Own ","Two ","No ","No ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",0.5781,"Eastern","GEORGIA","In Non-Metropolitan Area ","South Atlantic","South ",81211
"Oppose ","Mostly disagree ","Favor ","Know what term means ","Completely agree ","Mostly agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"Don't know/Refused ","No ","Protestant ","Yes ",328003838,3838,"Male ","Yes ","Retired ","Independent ","Republican ","Independent-lean Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$100,000 but less than $125,000 ",1.1208,"Eastern","WEST VIRGINIA","In Center City of Metropolitan Area ","South Atlantic","South ",81211
"Strongly oppose ","Completely disagree ","Oppose ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely disagree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328003855,3855,"Female ","Yes ","Retired ","Independent ","Republican ","Independent-lean Republican ",NA,"Married ","Own ","Three ","No ","No ","No ","High school incomplete (grades 9, 10, 11) ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",1.0487,"Eastern","OHIO","Inside Suburban County of Metropolitan Area ","East North Central","Midwest ",81211
"Don't know/Refused ","Don't know/Refused ","Oppose ","Know what term means ","Completely agree ","Don't know/Refused ","Mostly disagree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Refused ",NA,328003871,3871,"Female ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Married ","Own ","Refused/Nr ",NA,NA,NA,"Refused/Nr ","Refused/Nr ","Refused/Nr ","Refused/Nr ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.5409,"Eastern","NORTH CAROLINA","In Center City of Metropolitan Area ","South Atlantic","South ",81211
"Strongly oppose ","Mostly disagree ","Favor ","Never heard of term ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328003885,3885,"Female ","Yes ","Retired ","Independent ","Neither/Other ","Independent ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.2768,"Central","MISSOURI","In Non-Metropolitan Area ","West North Central","Midwest ",81211
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Jewish ",NA,328003931,3931,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Widowed ","Own ","One ",NA,NA,NA,"High school complete (grade 12) ","75 or older ","Yes ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,2.6798,"Eastern","NEW JERSEY","Outside Center City, Inside Center City County ","Middle Atlantic","North East ",81211
"Favor ",NA,"Favor ","Heard of it, but not sure what it means ","Completely agree ","Completely agree ","Mostly agree ","Mostly disagree ",NA,NA,NA,NA,"Yes ","Don't know/Refused ","Nothing in particular ",NA,328003951,3951,"Male ","Yes ","Retired ","Independent ","Republican ","Independent-lean Republican ",NA,"Divorced ","Own ","One ",NA,NA,NA,"Associates degree ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$40,000 but less than $50,000 ",NA,0.5815,"Eastern","PENNSYLVANIA","In Center City of Metropolitan Area ","Middle Atlantic","North East ",81211
"Favor ",NA,"Favor ","Heard of it, but not sure what it means ","Completely agree ","Completely agree ","Completely agree ","Completely disagree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Yes ",328004008,4008,"Male ","Yes ","Retired ","Independent ","Republican ","Independent-lean Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$100,000 but less than $125,000 ",1.0795,"Eastern","PENNSYLVANIA","In Non-Metropolitan Area ","Middle Atlantic","North East ",81211
"Strongly oppose ","Mostly disagree ","Oppose ","Know what term means ","Completely agree ","Don't know/Refused ","Mostly disagree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Protestant ","Yes ",328004012,4012,"Male ","Yes ","Self employed ","Independent ","Republican ","Independent-lean Republican ","White collar -- sales, clerical ","Married ","Own ","Two ","No ","No ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","35-39 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"Refused [unspecified after $50,000 or more] ",0.8802,"Eastern","MICHIGAN","In Non-Metropolitan Area ","East North Central","Midwest ",81211
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ","Mostly disagree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"No ","No ","Protestant ","Yes ",328004040,4040,"Female ","Yes ","Employed full time ","Republican ",NA,"Republican ","White collar -- professional, managerial, owner ","Married ","Own ","Five ","No ","Yes ","Yes ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","35-39 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",1.072,"Central","MISSISSIPPI","In Non-Metropolitan Area ","East South Central","South ",81211
"Strongly oppose ","Completely disagree ","Don't know/Refused ","Heard of it, but not sure what it means ","Completely agree ","Mostly agree ","Mostly disagree ","Completely disagree ",NA,NA,NA,NA,"No ","No ","Protestant ","Yes ",328004082,4082,"Female ","Yes ","Homemaker ","Democrat ",NA,"Democrat ",NA,"Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.5474,"Eastern","TENNESSEE","In Non-Metropolitan Area ","East South Central","South ",81211
"Oppose ","Completely disagree ","Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Mostly agree ","Completely disagree ","No ","No ","Protestant ","Yes ",328004083,4083,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Widowed ","Own ","One ",NA,NA,NA,"High school complete (grade 12) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$25,000 but less than $30,000 ",NA,0.8479,"Eastern","NORTH CAROLINA","In Non-Metropolitan Area ","South Atlantic","South ",81211
"Favor ",NA,"Oppose ","Heard of it, but not sure what it means ","Mostly agree ","Mostly agree ","Completely disagree ","Don't know/Refused ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328004090,4090,"Female ","Yes ","Retired ","Independent ","Neither/Other ","Independent ",NA,"Widowed ","Rent ","One ",NA,NA,NA,"High school complete (grade 12) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.8167,"Eastern","CONNECTICUT","Outside Center City, Inside Center City County ","New England","North East ",81211
"Oppose ","Completely disagree ","Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Completely agree ","Mostly disagree ","No ","No ","Protestant ","No ",328004117,4117,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Widowed ","Rent ","One ",NA,NA,NA,"High school complete (grade 12) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.4083,"Eastern","CONNECTICUT","Outside Center City, Inside Center City County ","New England","North East ",81311
"Strongly favor ",NA,"Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Mostly agree ","Yes ","Yes ","Catholic ",NA,328004120,4120,"Female ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","White collar -- sales, clerical ","Married ","Own ","Four ","No ","Yes ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","40-44 ","No ","Refused/Nr ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",2.144,"Central","OKLAHOMA","Inside Suburban County of Metropolitan Area ","West South Central","South ",81211
"Strongly oppose ","Completely disagree ","Oppose ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Mostly agree ","Completely agree ","Yes ","No ","Refused ",NA,328004124,4124,"Male ","Refused/Nr ","Refused/Nr ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ",NA,"Refused/Nr ","Refused/Nr ","Refused/Nr ",NA,NA,NA,"Refused/Nr ","Refused/Nr ","Refused/Nr ","Refused/Nr ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.9618,"Eastern","MICHIGAN","In Center City of Metropolitan Area ","East North Central","Midwest ",81211
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ","Completely agree ","Completely agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Yes ",328004138,4138,"Female ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",0.4889,"Central","ILLINOIS","In Non-Metropolitan Area ","East North Central","Midwest ",81211
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely disagree ","No ","No ","Catholic ",NA,328004139,4139,"Male ","Yes ","Not currently employed ","Democrat ",NA,"Democrat ",NA,"Single and never been married ","Rent ","One ",NA,NA,NA,"High school complete (grade 12) ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.854,"Central","WISCONSIN","Inside Suburban County of Metropolitan Area ","East North Central","Midwest ",81311
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Catholic ",NA,328004140,4140,"Female ","Yes ","Employed full time ","Independent ","Neither/Other ","Independent ","Service worker ","Married ","Own ","Two ","No ","No ","No ","High school complete (grade 12) ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.7573,"Central","IOWA","In Non-Metropolitan Area ","West North Central","Midwest ",81211
"Strongly oppose ","Mostly disagree ","Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Mostly disagree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Yes ",328004147,4147,"Male ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Widowed ","Own ","One ",NA,NA,NA,"High school complete (grade 12) ","70-74 ","No ","White/Caucasian ","Some other race ",NA,NA,"Less than $50,000 ","$40,000 but less than $50,000 ",NA,0.6391,"Central","MISSISSIPPI","In Non-Metropolitan Area ","East South Central","South ",81211
"Strongly favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely agree ","Yes ","No ","Catholic ",NA,328004181,4181,"Female ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","White collar -- professional, managerial, owner ","Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","40-44 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"Refused [unspecified after $50,000 or more] ",1.072,"Eastern","DELAWARE","Outside Center City, Inside Center City County ","South Atlantic","South ",81211
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Don't know/Refused ","Don't know/Refused ","Completely agree ","Don't know/Refused ","Don't know/Refused ","Nothing in particular ",NA,328004183,4183,"Female ","No ","Refused/Nr ","Don't know/Refused ","Neither/Other ","Other party ",NA,"Refused/Nr ","Refused/Nr ","Refused/Nr ",NA,NA,NA,"Refused/Nr ","75 or older ","Yes ","Refused/Nr ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,1.9263,"Central","ALABAMA","In Center City of Metropolitan Area ","East South Central","South ",81211
"Favor ",NA,"Oppose ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Mostly agree ","Yes ","No ","Protestant ","Yes ",328004215,4215,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Widowed ","Own ","One ",NA,NA,NA,"High school complete (grade 12) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.8479,"Eastern","GEORGIA","Inside Suburban County of Metropolitan Area ","South Atlantic","South ",81211
"Strongly oppose ","Completely disagree ","Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Completely disagree ","Completely agree ","Mostly agree ","Completely disagree ","Yes ","No ","Christian or 'Just Christian' ","Yes ",328004225,4225,"Male ","No ","Self employed ","Democrat ",NA,"Democrat ","Blue collar -- semiskilled, unskilled ","Married ","Rent ","Four ","No ","No ","No ","High school complete (grade 12) ","35-39 ","No ","Black/African-american ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.2935,"Eastern","SOUTH CAROLINA","In Center City of Metropolitan Area ","South Atlantic","South ",81211
"Oppose ","Mostly agree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely agree ","Yes ","No ","Catholic ",NA,328004244,4244,"Female ","Yes ","Not currently employed ","Democrat ",NA,"Democrat ",NA,"Married ","Own ","Three ","No ","No ","No ","Associates degree ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$35,000 but less than $40,000 ",NA,0.5272,"Eastern","NEW YORK","Inside Suburban County of Metropolitan Area ","Middle Atlantic","North East ",81211
"Oppose ","Completely disagree ","Oppose ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Mostly disagree ","Mostly disagree ","Mostly disagree ","Mostly agree ","No ","No ","Protestant ","No ",328004247,4247,"Female ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Widowed ","Own ","One ",NA,NA,NA,"High school complete (grade 12) ","60-64 ","No ","Black/African-american ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.3256,"Eastern","NEW YORK","In Non-Metropolitan Area ","Middle Atlantic","North East ",81311
"Strongly oppose ","Completely disagree ","Don't know/Refused ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","No ","No ","Protestant ","Yes ",328004259,4259,"Female ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.2737,"Central","LOUISIANA","Outside Center City, Inside Center City County ","West South Central","South ",81411
"Strongly favor ",NA,"Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Completely agree ","Completely agree ","Completely agree ","No ","No ","Something else ","No ",328004261,4261,"Male ","Yes ","Not currently employed ","Democrat ",NA,"Democrat ",NA,"Divorced ","Own ","Two ","Yes ","No ","No ","College graduate/Bachelors degree ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$35,000 but less than $40,000 ",NA,0.6674,"Eastern","NEW YORK","In Non-Metropolitan Area ","Middle Atlantic","North East ",81211
"Oppose ","Mostly agree ","Favor ","Heard of it, but not sure what it means ",NA,NA,NA,NA,"Mostly agree ","Mostly agree ","Completely agree ","Mostly disagree ","Yes ","No ","Protestant ","No ",328004265,4265,"Female ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"Refused [unspecified after $50,000 or more] ",0.5474,"Eastern","TENNESSEE","In Non-Metropolitan Area ","East South Central","South ",81211
